[11:06:36] Вычисление центральности по степени
254652337 	 0.015033203968525075
394613194 	 0.01498203991097454
1170279 	 0.013407992728684526
178576616 	 0.013254500556032918
119080814 	 0.0123320426949012
14238557 	 0.011979913592935747
145288628 	 0.011355411125774796
78840885 	 0.011277160214226919
21564611 	 0.011144735594684355
158215887 	 0.010843770550269438
[11:06:36] Вычисление центральности по собственному вектору
146553153 	 0.24034718372087782
20341211 	 0.15823361795981497
171356578 	 0.14915024254606293
7052716 	 0.14754219040287198
203728759 	 0.1452058019912862
99138057 	 0.14071727412226348
69110189 	 0.1332930506585943
3368802 	 0.12489291987633844
112120311 	 0.12085289958876577
422397933 	 0.11554191099844312
